,t,u,lambda,u_begin
10043,67.78564453125,(6.932526458635284e-16+5.403309165704533e-16j),1525.6653311235073,(0.0979393062457103+0.08092811906962129j)
10044,67.822265625,(6.961946451085821e-16+4.962325014387743e-16j),1525.6523908660172,(0.06699662074540765+0.029258447148242373j)
10045,67.85888671875,(7.125664287769482e-16+5.584908175123754e-16j),1525.6394508280362,(0.09828495499744798+0.018996088821360724j)
10046,67.8955078125,(6.599091923879591e-16+4.107098825889245e-16j),1525.626511009559,(0.010188889241755107+0.02269141067428192j)
10047,67.93212890625,(6.075124181382609e-16+3.995357992181603e-16j),1525.6135714105797,(0.040452174936371266+0.026861677868113387j)
10048,67.96875,(5.935069587945618e-16+3.7862476571149683e-16j),1525.600632031093,(0.05793725444109822+0.0517259382129128j)
10049,68.00537109375,(6.800136985912161e-16+4.881795996634152e-16j),1525.5876928710934,(0.006082092845338805+0.0937003518098089j)
10050,68.0419921875,(6.378379240204144e-16+3.79755548807194e-16j),1525.574753930575,(0.09842466946990074+0.06611002495327166j)
10051,68.07861328125,(5.125075215627858e-16+3.2940841009013993e-16j),1525.5618152095324,(0.07417547569938412+0.07093950341076953j)
10052,68.115234375,(4.884122840594086e-16+3.2796515586195465e-16j),1525.54887670796,(0.005583536401349654+0.021944631647580204j)
10053,68.15185546875,(5.164108547556031e-16+4.748534994400791e-16j),1525.5359384258522,(0.027884964799983328+0.014998165096660366j)
10054,68.1884765625,(5.726932714764932e-16+3.4269369738432127e-16j),1525.5230003632034,(0.01407922121150157+0.07822703726170471j)
10055,68.22509765625,(5.33239523689431e-16+3.1865223448319854e-16j),1525.510062520008,(0.06428864111027878+0.036438495342487234j)
10056,68.26171875,(5.064540560152058e-16+3.364820960305754e-16j),1525.4971248962604,(0.07862272291547905+0.06164850500000668j)
10057,68.29833984375,(5.01470269357018e-16+3.076160169045446e-16j),1525.4841874919553,(0.07395475449745396+0.05702311892505277j)
10058,68.3349609375,(5.557590553428347e-16+2.9184758440506235e-16j),1525.4712503070864,(0.09941811066944238+0.029857240705918955j)
10059,68.37158203125,(4.234563466806024e-16+3.3951602986509953e-16j),1525.4583133416488,(0.018849434691451485+0.03660075336687222j)
10060,68.408203125,(4.9791043770716785e-16+3.185233525074697e-16j),1525.4453765956368,(0.02036468222946889+0.05352659918387433j)
10061,68.44482421875,(5.474469334947666e-16+4.2635090355387996e-16j),1525.4324400690448,(0.08563038759190594+0.08049387234246363j)
10062,68.4814453125,(4.578528326921235e-16+3.2678128353429094e-16j),1525.4195037618672,(0.044173333551304816+0.01748050890392946j)
10063,68.51806640625,(3.979785084838902e-16+3.527878339783252e-16j),1525.4065676740981,(0.0895288498751003+0.0681674902699004j)
10064,68.5546875,(5.637045051902717e-16+4.0745381247669133e-16j),1525.3936318057324,(0.06189145060544088+0.04416621507979351j)
10065,68.59130859375,(5.672092413661686e-16+4.1049609868499597e-16j),1525.3806961567643,(0.05267770620980338+0.07574171699820732j)
10066,68.6279296875,(3.9309234024107206e-16+2.664599299960452e-16j),1525.3677607271882,(0.0712402732483611+0.08178424727496733j)
10067,68.66455078125,(4.679370814163002e-16+4.070291925135043e-16j),1525.3548255169983,(0.07095418914846896+0.05410706864313891j)
10068,68.701171875,(4.559963275537735e-16+4.699105371586481e-16j),1525.3418905261894,(0.036447737677083085+0.05507380929824504j)
10069,68.73779296875,(5.513124544834092e-16+4.786270965007068e-16j),1525.328955754756,(0.038820412259562946+0.0819316402954686j)
10070,68.7744140625,(6.1251084146344e-16+3.6659946334736735e-16j),1525.3160212026921,(0.06026836350474568+0.07440127851590378j)
10071,68.81103515625,(3.921161719739252e-16+3.947909858328154e-16j),1525.3030868699923,(0.06434852593096493+0.06381070266010375j)
10072,68.84765625,(4.163583781465321e-16+3.777616788741857e-16j),1525.290152756651,(0.08693628476170606+0.016170204703963076j)
10073,68.88427734375,(4.960944269825097e-16+4.209462476197739e-16j),1525.2772188626627,(0.014657569787736448+0.0676200951073394j)
10074,68.9208984375,(6.008346383296522e-16+4.480667620409808e-16j),1525.2642851880219,(0.02779762939393099+0.03018545287116834j)
10075,68.95751953125,(3.199372866297928e-16+4.49757628742487e-16j),1525.2513517327227,(0.03878442142678609+0.07957714788895531j)
10076,68.994140625,(5.076396323156012e-16+4.218113975420304e-16j),1525.23841849676,(0.05451146736777797+0.08137071020932891j)
10077,69.03076171875,(4.707187491800075e-16+5.100190575182312e-16j),1525.2254854801274,(0.09238208406247347+0.060819402602823425j)
10078,69.0673828125,(4.715537750879816e-16+4.3336512596695825e-16j),1525.2125526828202,(0.08493983126805167+0.05768278501863416j)
10079,69.10400390625,(3.2222784919541188e-16+4.653341959900794e-16j),1525.1996201048325,(0.06471440787952097+0.036001003060455485j)
10080,69.140625,(3.4979461666050445e-16+4.686354469649327e-16j),1525.1866877461587,(0.08123085072277957+0.09835995881862529j)
10081,69.17724609375,(4.189660658931692e-16+6.009688126860594e-16j),1525.1737556067933,(0.08974231249277763+0.0847809740346555j)
10082,69.2138671875,(4.663851990055299e-16+4.809078626459909e-16j),1525.1608236867305,(0.08192837813843042+0.052810135020416926j)
10083,69.25048828125,(2.6703879527096807e-16+4.4037686532328697e-16j),1525.1478919859649,(0.0773302774488645+0.030671921882369148j)
10084,69.287109375,(3.163157472040899e-16+5.720462046702097e-16j),1525.134960504491,(0.07281117088497238+0.07120120220685698j)
10085,69.32373046875,(2.5635119581607054e-16+7.443902147200777e-16j),1525.122029242303,(0.07901706276838161+0.07235029058579544j)
10086,69.3603515625,(3.752627827390334e-16+5.529556148363348e-16j),1525.1090981993952,(0.054430014760094625+0.06407307008931233j)
10087,69.39697265625,(1.94901474238273e-16+6.139448153575515e-16j),1525.0961673757624,(0.09106088202052945+0.01944980406090714j)
10088,69.43359375,(2.7453415581184066e-16+6.608516191228419e-16j),1525.083236771399,(0.059343163305014296+0.05624464904572646j)
10089,69.47021484375,(3.4024094002995257e-16+5.9536805961834e-16j),1525.0703063862993,(0.056858125111770075+0.08956886862409527j)
10090,69.5068359375,(3.3993451563140694e-16+5.743851994076547e-16j),1525.0573762204576,(0.004031798356393235+0.0336845423775672j)
10091,69.54345703125,(3.4311649960291176e-16+6.666552277112054e-16j),1525.0444462738685,(0.049668754507379224+0.012854790773339154j)
10092,69.580078125,(2.1627951813455e-16+6.644827741774821e-16j),1525.0315165465265,(0.03166253907731114+0.026796383161941176j)
10093,69.61669921875,(3.73355771394324e-16+6.828139360923988e-16j),1525.0185870384257,(0.03229790086973683+0.029996535984498918j)
10094,69.6533203125,(3.0890344026802207e-16+6.72822333298342e-16j),1525.005657749561,(0.09294723481902716+0.06142171705712986j)
10095,69.68994140625,(2.257073287281428e-16+6.280776804195728e-16j),1524.9927286799261,(0.04014576378258679+0.08127250531017652j)
10096,69.7265625,(3.2933742059297507e-16+6.474197486594324e-16j),1524.979799829516,(0.044463049465758714+0.005275524677560728j)
10097,69.76318359375,(2.683358935048102e-16+6.20725508680577e-16j),1524.966871198325,(0.012657751861969236+0.008838252509035206j)
10098,69.7998046875,(2.9696880563398004e-16+6.232586554639735e-16j),1524.9539427863474,(0.010458974074963013+0.047268063607363464j)
10099,69.83642578125,(2.1945949410887636e-16+6.3258555669318e-16j),1524.941014593578,(0.06715335204814588+0.04090319907409258j)
10100,69.873046875,(2.0192928490570345e-16+8.045210565775607e-16j),1524.9280866200108,(0.09918120699197598+0.027497447612804427j)
10101,69.90966796875,(2.360510075686003e-16+9.062438229995864e-16j),1524.9151588656405,(0.04865723031644005+0.02619243574770154j)
10102,69.9462890625,(3.033516102405086e-16+6.953633654628752e-16j),1524.9022313304613,(0.07808034766959554+0.04702204467118574j)
10103,69.98291015625,(8.627404279211494e-17+7.348393148834898e-16j),1524.8893040144678,(0.08304674672336604+0.07272832195413503j)
10104,70.01953125,(2.8022197344229444e-16+7.113125765122071e-16j),1524.8763769176544,(0.04006662915143758+0.09346820192108363j)
10105,70.05615234375,(2.2938658140713324e-16+6.082900815868997e-16j),1524.8634500400156,(0.0056027472942708385+0.04110730489208958j)
10106,70.0927734375,(2.9457880607968687e-16+5.328803204868968e-16j),1524.8505233815454,(0.018903239172241494+0.03225221388666172j)
10107,70.12939453125,(1.6707398484967883e-16+5.866768126253707e-16j),1524.8375969422386,(0.05435660655325909+0.01258378354844264j)
10108,70.166015625,(1.8600330803471892e-16+7.108185592492532e-16j),1524.8246707220899,(0.06586739511197336+0.08371432446811866j)
10109,70.20263671875,(1.6042221810326732e-16+6.368618109751722e-16j),1524.811744721093,(0.02962318166587248+0.027560734035610615j)
10110,70.2392578125,(1.7257254085017862e-16+5.266184479412639e-16j),1524.798818939243,(0.07617881969179002+0.04833855974562501j)
10111,70.27587890625,(1.7704757748343513e-16+5.419990662784249e-16j),1524.7858933765337,(0.039287065062856334+0.01883646992565312j)
10112,70.3125,(1.8257993203531918e-16+6.462895790233306e-16j),1524.7729680329603,(0.04484978745767029+0.07399492352014694j)
10113,70.34912109375,(1.9214001549094485e-16+7.535338305477086e-16j),1524.7600429085164,(0.03896147215669228+0.05635379870640496j)
10114,70.3857421875,(2.0340170270983957e-16+4.245789144811053e-16j),1524.7471180031969,(0.03674410913460543+0.006643553103425038j)
10115,70.42236328125,(1.27611507283343e-16+5.598714195286858e-16j),1524.7341933169962,(0.07093598461634487+0.09700946148911366j)
10116,70.458984375,(1.3253238128538953e-16+4.54782412485795e-16j),1524.7212688499087,(0.02233496038376074+0.08959810313633187j)
10117,70.49560546875,(1.2032490456076672e-16+7.401388495002687e-16j),1524.708344601929,(0.01587312917801581+0.08586688630363852j)
10118,70.5322265625,(1.7563339130792624e-16+4.838353644053245e-16j),1524.6954205730513,(0.07523517593897647+0.005872066390396103j)
10119,70.56884765625,(5.999208827220838e-17+6.175990975959592e-16j),1524.68249676327,(0.07048510999342672+0.053100406720309135j)
10120,70.60546875,(-5.305098892964319e-17+5.343326120724351e-16j),1524.6695731725795,(0.09309914743283187+0.0644450589638412j)
10121,70.64208984375,(1.977875054688688e-16+5.58253339462597e-16j),1524.6566498009743,(0.03980877488837971+0.002764549687051299j)
10122,70.6787109375,(7.650352197408494e-17+5.450210164257527e-16j),1524.643726648449,(0.07759012002552934+0.0616785932826788j)
10123,70.71533203125,(1.585828124409885e-16+5.634353203432371e-16j),1524.630803714998,(0.014195452743759052+0.0012869805853131578j)
10124,70.751953125,(3.629666142682793e-17+4.516673285098115e-16j),1524.6178810006152,(0.03431190170751991+0.09681394666435393j)
10125,70.78857421875,(8.627891625144871e-17+5.574090781603524e-16j),1524.6049585052958,(0.03132339022323002+0.04302427441806797j)
10126,70.8251953125,(4.4310347982735997e-17+4.646547618466802e-16j),1524.5920362290337,(0.04238617631455847+0.08358701313589309j)
10127,70.86181640625,(1.8032166012070059e-16+4.695202922658006e-16j),1524.5791141718237,(0.09178485789213649+0.026750444063805136j)
10128,70.8984375,(1.6859628931269024e-16+5.595600238538513e-16j),1524.5661923336597,(0.025700090744484316+0.06734701026844761j)
10129,70.93505859375,(-6.371231118046069e-17+4.951547004967148e-16j),1524.5532707145367,(0.044337528692709106+0.04176335658118155j)
10130,70.9716796875,(1.2507707730399029e-17+3.7566428046421717e-16j),1524.5403493144488,(0.07096542524336379+0.06713839551996986j)
10131,71.00830078125,(1.3568537797041599e-16+3.596224720466029e-16j),1524.5274281333907,(0.07793553107142277+0.041996452531936915j)
10132,71.044921875,(3.984489899426548e-17+4.450692732990951e-16j),1524.5145071713566,(0.04797261873145214+0.0957297392187544j)
10133,71.08154296875,(1.0464244980477259e-16+3.831380844423704e-16j),1524.5015864283407,(0.07867550951441071+0.06928489200914305j)
10134,71.1181640625,(1.5545031051734655e-16+2.95932268526696e-16j),1524.488665904338,(0.0533190181773821+0.04984202887011252j)
10135,71.15478515625,(2.4478747058438273e-17+2.8323672531121637e-16j),1524.4757455993424,(0.020504828594297822+0.04939827481214279j)
10136,71.19140625,(-6.768363860585439e-18+2.292702383062685e-16j),1524.462825513349,(0.01995218786622265+0.055400108131204974j)
10137,71.22802734375,(9.867439234439253e-19+2.306925210408894e-16j),1524.4499056463515,(0.0928141717034266+0.09079937715003766j)
10138,71.2646484375,(2.1174297031983872e-16+3.176249584838901e-16j),1524.4369859983447,(0.01210990768576663+0.08664255367872865j)
10139,71.30126953125,(-4.6946330270928336e-18+2.974568016935805e-16j),1524.424066569323,(0.01800279851785949+0.07992996955544869j)
10140,71.337890625,(1.6763279896059195e-17+1.8882730967504824e-16j),1524.4111473592807,(0.0010008447314734604+0.07368783999851496j)
10141,71.37451171875,(5.055447922554521e-17+2.499784342106679e-16j),1524.3982283682126,(0.00083010995649494+0.0014617104463655385j)
10142,71.4111328125,(8.518458187135388e-18+1.1865993295563714e-16j),1524.3853095961126,(0.0033958964542569084+0.08301562383430865j)
10143,71.44775390625,(1.0158468241237896e-17+9.683483539808702e-17j),1524.3723910429756,(0.040389698527831266+0.09182836160092606j)
10144,71.484375,(-7.491993784181506e-17+1.5392085552476545e-16j),1524.3594727087957,(0.051687341309954886+0.016421366681256443j)
10145,71.52099609375,(-4.3092609302920595e-17+1.6235278983834264e-16j),1524.3465545935676,(0.04593160547641049+0.004324610586809663j)
10146,71.5576171875,(-9.554612894121984e-17+2.396826200965719e-17j),1524.3336366972856,(0.05700875935244533+0.03771104039030511j)
10147,71.59423828125,(7.334302924034842e-17+2.096645731587562e-17j),1524.3207190199441,(0.0039624784668183975+0.02684157408871465j)
10148,71.630859375,(-1.4404500421132902e-16+4.7988552244435376e-17j),1524.3078015615376,(0.04651991499858713+0.09833044466868537j)
10149,71.66748046875,(-2.1365960675899049e-16+7.512708978168194e-17j),1524.2948843220604,(0.04260559520331547+0.06537637945802408j)
10150,71.7041015625,(-1.3759632505066447e-16+7.218234775953158e-17j),1524.2819673015072,(0.05649294839525624+0.09187384301211486j)
10151,71.74072265625,(-1.5940364116946916e-16+8.530997888288579e-17j),1524.2690504998723,(0.09515910134254907+0.018067767436532656j)
10152,71.77734375,(-2.4841141699469383e-16-5.781844757040402e-17j),1524.2561339171498,(0.00783288313053212+0.013128213635464937j)
10153,71.81396484375,(-1.5389870894075927e-16-4.833041573774759e-17j),1524.2432175533345,(0.03382038341943159+0.03511931299066836j)
10154,71.8505859375,(-1.823212279801786e-16+2.8013311623206945e-17j),1524.2303014084212,(0.043877513412719296+0.05135497362342034j)
10155,71.88720703125,(-2.096773851974301e-16+1.0164212870865089e-17j),1524.2173854824036,(0.09368025134392055+0.06886620568814565j)
10156,71.923828125,(-2.722993074519245e-16-2.8588599758546877e-18j),1524.2044697752765,(0.05792250692307256+0.006943575383086875j)
10157,71.96044921875,(-2.1589552405087425e-16-1.437676446140925e-16j),1524.1915542870343,(0.012330935753255702+0.0772000262494725j)
10158,71.9970703125,(-3.092807709986454e-16-1.7543510284173318e-16j),1524.1786390176715,(0.028994804467587832+0.05316720387654803j)
10159,72.03369140625,(-1.9934716776064674e-16-1.49946296704701e-16j),1524.1657239671824,(0.07677660733552782+0.04788318117210658j)
10160,72.0703125,(-2.6181946853326345e-16-1.8128374299300774e-16j),1524.1528091355615,(0.008669983490293754+0.04502614248786119j)
10161,72.10693359375,(-3.6554975318451037e-16-1.115939710132605e-16j),1524.1398945228032,(0.006909926572207803+0.017224561297745113j)
10162,72.1435546875,(-3.3649611010225926e-16-2.1271336720344618e-16j),1524.126980128902,(0.047049364714438525+0.07042146224655628j)
10163,72.18017578125,(-3.3650998845739287e-16-2.5342871873739187e-16j),1524.1140659538523,(0.05599080894443566+0.03589563743979094j)
10164,72.216796875,(-2.869359186007309e-16-3.485294776640061e-16j),1524.1011519976485,(0.04747700308721989+0.04590439858780942j)
10165,72.25341796875,(-3.055149092255099e-16-3.081670526394968e-16j),1524.0882382602852,(0.020981415465676646+0.015703528951510583j)
10166,72.2900390625,(-4.556990508429348e-16-2.438257686523793e-16j),1524.0753247417567,(0.054744106571957496+0.00561296363328706j)
10167,72.32666015625,(-3.955829531586211e-16-3.9447979425248526e-16j),1524.0624114420573,(0.04818488839680793+0.07320379004931589j)
10168,72.36328125,(-3.7225824844197445e-16-3.2015986220783036e-16j),1524.0494983611818,(0.04539372433056482+0.08025979118968646j)
10169,72.39990234375,(-3.801268504198182e-16-5.136423714769678e-16j),1524.0365854991244,(0.07475703191956395+0.0873794202636427j)
10170,72.4365234375,(-4.512790185597882e-16-4.477755100342519e-16j),1524.0236728558796,(0.08652725139367604+0.024740918195845386j)
10171,72.47314453125,(-5.003093480523535e-16-5.698048863256677e-16j),1524.0107604314414,(0.08479968625476333+0.06999109323837095j)
10172,72.509765625,(-3.5448404219546932e-16-6.2032282559030745e-16j),1523.997848225805,(0.01735479340328012+0.021851813398978216j)
10173,72.54638671875,(-5.177245645748758e-16-5.629736495432354e-16j),1523.9849362389643,(0.09506610712304032+0.07564342103009153j)
10174,72.5830078125,(-6.089635538442023e-16-6.705973754740185e-16j),1523.9720244709142,(0.09034596556784158+0.02904746068986143j)
10175,72.61962890625,(-5.195434389933848e-16-5.031342954712063e-16j),1523.9591129216487,(0.04569579103944204+0.08945306183767705j)
10176,72.65625,(-5.910876719258707e-16-6.88158942473066e-16j),1523.9462015911624,(0.02743829021818678+0.09653783484082153j)
10177,72.69287109375,(-6.01717582203508e-16-6.336518403899331e-16j),1523.9332904794499,(0.045746834697775775+0.08578522902208409j)
10178,72.7294921875,(-5.76611343109297e-16-8.023558234624443e-16j),1523.9203795865053,(0.05827500162879065+0.002137852623035408j)
10179,72.76611328125,(-4.66495438116738e-16-8.1459446456047e-16j),1523.9074689123233,(0.08759939563904272+0.08750290295780179j)
10180,72.802734375,(-4.2507006998884986e-16-1.0680682214511315e-15j),1523.8945584568983,(0.049945476163495366+0.03382390178444066j)
10181,72.83935546875,(-7.34420798720979e-16-8.042153007952258e-16j),1523.8816482202246,(0.016393402346715547+0.030067589133558392j)
10182,72.8759765625,(-6.497978476241622e-16-8.116497225383196e-16j),1523.8687382022968,(0.017710681162759867+0.014111925000181458j)
10183,72.91259765625,(-6.035667089816216e-16-8.384090560143861e-16j),1523.8558284031092,(0.08591310264509479+0.09409447153684175j)
10184,72.94921875,(-6.253371880956698e-16-9.294318542874052e-16j),1523.8429188226564,(0.0791847326967018+0.05978606793364172j)
10185,72.98583984375,(-5.7080032216179e-16-9.44011355487407e-16j),1523.8300094609328,(0.08544753455771614+0.05996707067048197j)
10186,73.0224609375,(-9.38735468328784e-16-6.488723225723003e-16j),1523.8171003179327,(0.0389025330951929+0.035331103121786556j)
10187,73.05908203125,(-6.076641150117045e-16-8.586040882749237e-16j),1523.8041913936509,(0.04429226194795876+0.07286823780599842j)
10188,73.095703125,(-7.079772382440392e-16-7.879816583788646e-16j),1523.7912826880813,(0.03903794442121103+0.03647214957298774j)
10189,73.13232421875,(-6.427489007661107e-16-1.0921252480836612e-15j),1523.7783742012184,(0.03987811246230114+0.07432208841535892j)
10190,73.1689453125,(-4.952345869335499e-16-1.0956136692849994e-15j),1523.7654659330574,(0.029393065343324188+0.09372910472557211j)
10191,73.20556640625,(-3.8733594771302566e-16-1.2989939595501863e-15j),1523.7525578835919,(0.08827948533658764+0.04409895251879362j)
10192,73.2421875,(-3.8971181320818567e-16-1.0412969862606764e-15j),1523.7396500528168,(0.01785228923522966+0.09072758477224489j)
10193,73.27880859375,(-3.0857050687459887e-16-1.0769297385343919e-15j),1523.7267424407264,(0.0825126099648651+0.03731799423605253j)
10194,73.3154296875,(-5.006008840096538e-16-1.0917243838961977e-15j),1523.7138350473151,(0.04236587746834722+0.052397621028329656j)
10195,73.35205078125,(-3.619252241126222e-16-1.3145180041168395e-15j),1523.7009278725773,(0.0781509463108642+0.05985132468478212j)
10196,73.388671875,(-4.816639744437798e-16-1.2019038568479581e-15j),1523.6880209165076,(0.01666372884074213+0.00392634394221657j)
10197,73.42529296875,(-4.001860851054929e-16-1.2331899691071592e-15j),1523.6751141791005,(0.06643769120782983+0.0034117333395429664j)
10198,73.4619140625,(-5.363295599838814e-16-1.2229043948423558e-15j),1523.66220766035,(0.013518530021687581+0.023063524689635708j)
10199,73.49853515625,(-3.4164420090955145e-16-1.0619890153075334e-15j),1523.6493013602512,(0.03830745699264017+0.09632765851470128j)
10200,73.53515625,(-3.5741465020035723e-16-1.0394157991681245e-15j),1523.636395278798,(0.018216143498478065+0.08099610838687762j)
10201,73.57177734375,(-3.9802513905743243e-16-1.3325271176962186e-15j),1523.6234894159852,(0.08554709836970453+0.024634474778790594j)
10202,73.6083984375,(-5.135726849597215e-16-9.891312165243277e-16j),1523.610583771807,(0.04666777552455958+0.09279503179915785j)
10203,73.64501953125,(-5.646217047296481e-16-1.1175097498694687e-15j),1523.597678346258,(0.047037313327970356+0.0928282468749117j)
10204,73.681640625,(-4.3521286179002706e-16-8.946941951743526e-16j),1523.5847731393324,(0.039202779618417644+0.026853729853835384j)
10205,73.71826171875,(-3.386709345054533e-16-1.6471000411471598e-15j),1523.571868151025,(0.02465112482022143+0.04418554956770709j)
10206,73.7548828125,(-4.1784199301261236e-16-1.2205658531240911e-15j),1523.55896338133,(0.09794139455016443+0.0006056645522641735j)
10207,73.79150390625,(-3.20105263910162e-16-1.3392374967768002e-15j),1523.5460588302417,(0.04913452063786963+0.09210273743717814j)
10208,73.828125,(-1.7749362041510101e-16-1.225031504701553e-15j),1523.5331544977548,(0.008917399112877157+0.052956015202300415j)
10209,73.86474609375,(-6.293467184125572e-16-9.767497604345772e-16j),1523.5202503838639,(0.009182961095522546+0.028182205010477912j)
10210,73.9013671875,(-2.6855882955722616e-16-1.5920091454794239e-15j),1523.5073464885631,(0.0720582192029369+0.00942879986615105j)
10211,73.93798828125,(-6.374395277413055e-16-1.5075212242857895e-15j),1523.4944428118472,(0.09711028045763682+0.056736702397521654j)
10212,73.974609375,(-3.542313020161763e-16-8.344413457128604e-16j),1523.4815393537103,(0.01979103437727884+0.03295518442247704j)
10213,74.01123046875,(-8.427036570936973e-16-1.0895319200429858e-15j),1523.468636114147,(0.03350475517129806+0.07639793768843482j)
10214,74.0478515625,(-8.0890384254358475e-16-9.790883021528418e-16j),1523.4557330931518,(0.03023818328060586+0.09208839015330916j)
10215,74.08447265625,(-5.923556165871852e-16-1.3884585244909983e-15j),1523.442830290719,(0.06624790734709639+0.08839648648405089j)
10216,74.12109375,(-6.928689911865111e-16-1.1713644415006558e-15j),1523.4299277068433,(0.012391192115017824+0.09432111444780178j)
10217,74.15771484375,(-5.748512388809899e-16-1.1745789097182292e-15j),1523.4170253415189,(0.06891793598062694+0.09522338022025684j)
10218,74.1943359375,(-8.025748282735499e-16-1.175517871827841e-15j),1523.4041231947401,(0.07449074706251416+0.07373677515697029j)
10219,74.23095703125,(-7.70115700324381e-16-9.400282558834604e-16j),1523.3912212665018,(0.07223928217842687+0.035027664421681405j)
10220,74.267578125,(-1.0374797280637307e-15-6.686641722616633e-16j),1523.378319556798,(0.08479871826405183+0.09259313626557521j)
10221,74.30419921875,(-1.1008803372800841e-15-1.6473856711306094e-15j),1523.3654180656235,(0.004790216899158217+0.029483183895483014j)
10222,74.3408203125,(-6.139762413726268e-16-1.312441288953247e-15j),1523.3525167929727,(0.09664634994239972+0.03270784508770208j)
10223,74.37744140625,(-3.0046645505459487e-16-1.3158433856011103e-15j),1523.33961573884,(0.034508666435729134+0.010304395254376077j)
10224,74.4140625,(-7.65801747319339e-16-1.6649411423870114e-15j),1523.3267149032195,(0.03552477082264543+0.00894570322712367j)
10225,74.45068359375,(-7.841640665709775e-16-1.0064132492825708e-15j),1523.3138142861062,(0.031241482334047402+0.05475958517091154j)
10226,74.4873046875,(-9.424498020432837e-16-1.470079614089601e-15j),1523.300913887494,(0.0936560467289359+0.08353929692713785j)
10227,74.52392578125,(-1.0089695624468028e-15-1.4140735597410306e-15j),1523.2880137073778,(0.06902129477824634+0.06705145489786955j)
10228,74.560546875,(-2.477837704629408e-16-1.4639670862427456e-15j),1523.275113745752,(0.07522632775381814+0.09787459812818684j)
10229,74.59716796875,(-3.9488176664479993e-16-8.465805913387018e-16j),1523.262214002611,(0.09245609813510745+0.0863157409902406j)
10230,74.6337890625,(-8.503356758663494e-16-8.338822772312517e-16j),1523.2493144779492,(0.02231144126876491+0.0478284508419938j)
10231,74.67041015625,(-4.571517710402921e-16-1.4427238883550304e-15j),1523.2364151717609,(0.051516574381524564+0.09712339457416753j)
10232,74.70703125,(-5.786311802232692e-16-1.2931021571221743e-15j),1523.2235160840407,(0.03175422617423589+0.07793923569385389j)
10233,74.74365234375,(-6.520737267933931e-16-9.01013967542261e-16j),1523.2106172147833,(0.008503386817355896+0.06804765665008669j)
10234,74.7802734375,(-8.936101707723511e-16-8.56505888066265e-16j),1523.1977185639826,(0.0857517704924746+0.037911979083585616j)
10235,74.81689453125,(-4.926427169727172e-16-8.640810311320767e-16j),1523.1848201316334,(0.038500335224348536+0.07848405879947802j)
10236,74.853515625,(-4.00267772891545e-16-1.3731748214339514e-15j),1523.1719219177303,(0.03936283223358548+0.08420698526573156j)
10237,74.89013671875,(-6.240091546167459e-16-1.6427982145712104e-15j),1523.1590239222674,(0.03592956420631327+0.019023971989657808j)
10238,74.9267578125,(-6.480999858054196e-16-1.5049358353361927e-15j),1523.1461261452394,(0.021661324074127866+0.02718936002340442j)
10239,74.96337890625,(-8.246838435323492e-16-9.387486323273716e-16j),1523.1332285866406,(0.08449854544217639+0.08723932009322252j)
10240,75.0,(-5.915742478930441e-16-1.1371615523802265e-15j),1523.1203312464654,(0.09077437107682876+0.015144231422548605j)
10241,75.03662109375,(-7.323246539972583e-16-8.949130516388927e-16j),1523.1074341247083,(0.09312282150156541+0.05522793865015183j)
10242,75.0732421875,(-8.10829276931447e-16-5.293284647230189e-16j),1523.0945372213641,(0.0609697282932833+0.01761290500812799j)
10243,75.10986328125,(-3.7626427490678035e-16-6.863377105913963e-16j),1523.081640536427,(0.061281538656961565+0.053806235858510736j)
10244,75.146484375,(-4.0204732249633977e-16-8.461365323464024e-16j),1523.068744069891,(0.09654154577215363+0.016019028468033072j)
10245,75.18310546875,(-8.366123245210064e-16-7.255900220584907e-16j),1523.0558478217513,(0.09157373114712755+0.04440786650393122j)
10246,75.2197265625,(-7.945704371672835e-16-4.900761532559246e-16j),1523.0429517920015,(0.012618185853390185+0.029632797457441143j)
10247,75.25634765625,(-5.360630966617863e-16-6.566096069496979e-16j),1523.0300559806371,(0.06863301064471924+0.04429610399062517j)
10248,75.29296875,(-4.4129963396343417e-16-3.2633227544877947e-16j),1523.0171603876518,(0.0018920549780775953+0.000490973899227698j)
10249,75.32958984375,(-3.3980153932631445e-16-5.388526725484148e-16j),1523.0042650130404,(0.06446224155885275+0.02398898972244369j)
10250,75.3662109375,(-7.160658142330949e-16-3.790538507934088e-16j),1522.9913698567973,(0.08053105898769908+0.0798683807591293j)
10251,75.40283203125,(-4.96810785194692e-16-5.618461442513457e-16j),1522.9784749189166,(0.08497326316749064+0.06452289799589421j)
10252,75.439453125,(-4.710277376051326e-16-4.440892098500626e-16j),1522.9655801993933,(0.028612200609666984+0.0358805668329761j)
10253,75.47607421875,(-2.4503807662796223e-16-6.106226635438361e-16j),1522.9526856982216,(0.05728168372645766+0.007677233951542218j)
10254,75.5126953125,(-1.4075040610421409e-16-2.612969163921257e-16j),1522.9397914153956,(0.06935081043562151+0.02595387229632803j)
10255,75.54931640625,(-1.6653345369377348e-16-5.455873044871824e-16j),1522.9268973509104,(0.07208066020094335+0.046188101385698545j)
10256,75.5859375,(7.176999099542128e-17-3.7231921885464136e-16j),1522.91400350476,(0.0900485190822356+0.009838013385387478j)
10257,75.62255859375,(4.508238417888301e-16-3.0728385979798754e-16j),1522.9011098769392,(0.04762943347298529+0.03628026998108499j)
